"uuid","AuthorYear","Include","QuestionOrReason","BiasRating","N","StatType","StatTypeDetails","ModelDescription","StatGrouping","...11","Stat","CILow","CIHigh","SE","T-Ratio","Wald","PValue","Statistic from Largest Model","Table","ModelNumber","Finding In Abstract?","PreventativeOrRecovery","OutcomeType","OutcomeSubType","OutcomeScale","OutcomeScaleDetails","OutcomeDetails","ToInvert","DrugsIncludeMarijuana","OutcomeNotes","Outcome Measured at Baseline?","ExposureCategory","Exposure","Exposure - Additional Notes","Exposure Measured at Baseline","Summary (SI)","Notes","CountryPopulation","Design (F/U Period)","Description of Quality/Bias","Reference","SheetRowNumber","id","id_masked"
"57d4ce3f-a316-4ed1-88aa-958e6fbf247e","Benjamins and Buck 2008","no",NA,"Moderate","10399","OR",NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,">0.05",NA,"4","Smoking",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Discontinued)","Alcohol use (categorical)",NA,NA,"Former",NA,"Activites","Religious activities",NA,NA,NA,NA,"Mexico Adults 50+ from a subset of MHAS","Prospective cohort study (2 years)","Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305.",323,"Benjamins and Buck 2008 - 323","a75cfd"
"ae37dc0c-77b8-480e-be9b-ba1be2dfa15a","Benjamins and Buck 2008","no",NA,"Moderate","10399","OR",NA,NA,NA,NA,0.84,NA,NA,NA,NA,NA,">0.05",NA,"4","Smoking",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Alcohol use (categorical)",NA,NA,"Moderate",NA,"Activites","Religious activities",NA,NA,NA,NA,"Mexico Adults 50+ from a subset of MHAS","Prospective cohort study (2 years)","Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305.",324,"Benjamins and Buck 2008 - 324","471a4e"
"eac908f6-0910-40ad-8014-dc0c3f58385d","Benjamins and Buck 2008","no",NA,"Moderate","10399","OR",NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,">0.05",NA,"4","Smoking",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Alcohol use (categorical)",NA,NA,"Moderate",NA,"Activites","Religious activities",NA,NA,NA,NA,"Mexico Adults 50+ from a subset of MHAS","Prospective cohort study (2 years)","Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305.",325,"Benjamins and Buck 2008 - 325","7e6117"
"75321a87-1ce3-4ed6-97d7-effc9a9030b5","Benjamins and Buck 2008","no",NA,"Moderate","10399","OR",NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,">0.05",NA,"4","Smoking",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Alcohol use (categorical)",NA,NA,"Heavy",NA,"Activites","Religious activities",NA,NA,NA,NA,"Mexico Adults 50+ from a subset of MHAS","Prospective cohort study (2 years)","Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305.",326,"Benjamins and Buck 2008 - 326","a60f1a"
"4fb36354-4d0d-41df-be1d-8f411f26e5f1","Benjamins and Buck 2008","no",NA,"Moderate","10399","OR",NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,">0.05",NA,"4","Smoking",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Alcohol use (categorical)",NA,NA,"Heavy",NA,"Activites","Religious activities",NA,NA,NA,NA,"Mexico Adults 50+ from a subset of MHAS","Prospective cohort study (2 years)","Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305.",327,"Benjamins and Buck 2008 - 327","980da1"
"58ae9a19-f989-41d7-b273-281d9ef65716","Jackson et al. 2008",NA,NA,"Moderate","1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Religiosity was the most prominent protective factor for predicting patterns of smoking cigarettes, marijuana use, and heavy drinking over time. Note: the estimates presented were not easily summarized or interpreted, however the parameters for all comorbidity patterns between these three behaviors had non- overlapping 95% CIs.",NA,NA,NA,NA,NA,NA,NA,"US High school seniors from Monitoring the Future Project","Prospective cohort study (21 years)","Analysis focused on outcome trajectories over time; controlled for some potential confounder (past delinquency, mental health, grades and demographics); complex analysis difficult to interpret; predominantly white sample.",NA,328,"Jackson et al. 2008 - 328","7408da"
"ae372336-bebc-424c-91a5-3fbe80249780","Jang 2019","yes",NA,"Moderate","1289","β","β(slope)","Multivariate conditional linear latent growth model of religiosity and drug use",NA,NA,-0.114,NA,NA,NA,NA,NA,">0.05",NA,"3","Objective religiosity model","yes","preventative","Substance Use","Alcohol","Frequency","Use (Frequency)","Binge drinking (frequency scale)",NA,NA,NA,NA,"RSA","Religious Service Attendance","Religious attendance (frequency scale) - objective religiousity",NA,"Juvenile offenders whose attendance at religious activities increased over the 10 year follow up period suggestive but not statistically significant findings for binge drinking.",NA,"US Juvenile offenders 14- 17","Prospective cohort study (11 years)","Analysis focused on latent growth trajectories with no clear baseline proxy; controlled for some other potential confounders (gender, race/ethnicity, family characteristics, age, intelligence).","Jang, S. J. Religiosity, crime, and drug use among juvenile offenders: a latent growth modeling approach. Journal of Quantitative Criminology, 35(1), 27-60.",329,"Jang 2019 - 329","5bf8d3"
"63a7e1b6-080f-468b-8e11-b1b1f0622c98","Jang 2019","yes",NA,"Moderate","1289","β","β(slope)","Multivariate conditional linear latent growth model of religiosity and drug use",NA,NA,-0.368,NA,NA,NA,NA,NA,"<0.05",NA,"3","Objective religiosity model","yes","preventative","Substance Use","Marijuana","Frequency","Use (Frequency)","Marijuana use (frequency scale)",NA,NA,NA,NA,"RSA","Religious Service Attendance","Religious attendance (frequency scale) - objective religiousity",NA,"Juvenile offenders whose attendance at religious activities increased over the 10 year follow up period were more likely to decelerate or desist from marijuana use during the period [β(slope)=- 0.368, p<0.05]",NA,"US Juvenile offenders 14- 17","Prospective cohort study (11 years)","Analysis focused on latent growth trajectories with no clear baseline proxy; controlled for some other potential confounders (gender, race/ethnicity, family characteristics, age, intelligence).","Jang, S. J. Religiosity, crime, and drug use among juvenile offenders: a latent growth modeling approach. Journal of Quantitative Criminology, 35(1), 27-60.",330,"Jang 2019 - 330","b07e2c"
"c8d5ad61-c3ab-4ae6-afbc-ef9182291371","Jang 2019","yes",NA,"Moderate","1289","β","β(slope)","Multivariate conditional linear latent growth model of religiosity and drug use",NA,NA,-0.138,NA,NA,NA,NA,NA,"<0.05",NA,"3","Subjective religiosity model","yes","preventative","Substance Use","Alcohol","Frequency","Use (Frequency)","Binge drinking (frequency scale)",NA,NA,NA,NA,"R/S","Religiousness","Religious salience (scale); Religious experiences (scale); Religious efficacy (scale)",NA,"Those whose religious salience, experience, and efficacy increased were more likely to decelerate or desist from binge drinking [β(slope)=-0.138, p<0.05]",NA,"US Juvenile offenders 14- 17","Prospective cohort study (11 years)","Analysis focused on latent growth trajectories with no clear baseline proxy; controlled for some other potential confounders (gender, race/ethnicity, family characteristics, age, intelligence).","Jang, S. J. Religiosity, crime, and drug use among juvenile offenders: a latent growth modeling approach. Journal of Quantitative Criminology, 35(1), 27-60.",331,"Jang 2019 - 331","80555a"
"9044db45-d7c6-446c-9ccd-f15bda51c68e","Jang 2019","yes",NA,"Moderate","1289","β","β(slope)","Multivariate conditional linear latent growth model of religiosity and drug use",NA,NA,-0.209,NA,NA,NA,NA,NA,"<0.05",NA,"3","Subjective religiosity model","yes","preventative","Substance Use","Marijuana","Frequency","Use (Frequency)","Marijuana use (frequency scale)",NA,NA,NA,NA,"R/S","Religiousness","Religious salience (scale); Religious experiences (scale); Religious efficacy (scale)",NA,"Those whose religious salience, experience, and efficacy increased were more likely to decelerate or desist from binge drinking marijuana use [β(slope)=-0.209, p<0. 05]",NA,"US Juvenile offenders 14- 17","Prospective cohort study (11 years)","Analysis focused on latent growth trajectories with no clear baseline proxy; controlled for some other potential confounders (gender, race/ethnicity, family characteristics, age, intelligence).","Jang, S. J. Religiosity, crime, and drug use among juvenile offenders: a latent growth modeling approach. Journal of Quantitative Criminology, 35(1), 27-60.",332,"Jang 2019 - 332","dd84ae"
"3cee1f14-249a-4f60-965e-a92712585842","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with school fixed effects)",NA,NA,NA,NA,-0.029,NA,NA,0.007,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",333,"Mendolia et al. 2019 - 333","a4f859"
"2c45f09c-f45c-4bd5-8254-ce345fbf1fa5","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with school fixed effects)",NA,NA,NA,NA,-0.072,NA,NA,0.007,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",334,"Mendolia et al. 2019 - 334","debfdb"
"e6fd7704-1966-45ce-a2e1-cb3cfa842a2d","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with school fixed effects)",NA,NA,NA,NA,-0.108,NA,NA,0.009,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",335,"Mendolia et al. 2019 - 335","9a7799"
"ac39859c-28ce-4498-a615-44cb614ffa98","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with school fixed effects)",NA,NA,NA,NA,-0.018,NA,NA,0.007,NA,NA,"<0.01",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",336,"Mendolia et al. 2019 - 336","c1965e"
"e8ca00d5-99b6-4e4b-8691-743f39ab5a7c","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with school fixed effects)",NA,NA,NA,NA,-0.09,NA,NA,0.008,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",337,"Mendolia et al. 2019 - 337","a4ddd9"
"a5bc6350-eccd-4826-a773-702603548f7b","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with school fixed effects)",NA,NA,NA,NA,-0.189,NA,NA,0.009,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",338,"Mendolia et al. 2019 - 338","bcba6c"
"5df2a24e-4081-41fb-9dcc-22df542cc0b7","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with school fixed effects)",NA,NA,NA,NA,-0.02,NA,NA,0.008,NA,NA,"<0.01",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",339,"Mendolia et al. 2019 - 339","77796a"
"935195d2-4ddb-44fb-80d2-d76283d2cc37","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with school fixed effects)",NA,NA,NA,NA,-0.079,NA,NA,0.008,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",340,"Mendolia et al. 2019 - 340","a6d15c"
"d6f7c5c3-b730-4319-a49a-134655b20c48","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with school fixed effects)",NA,NA,NA,NA,-0.118,NA,NA,0.01,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",341,"Mendolia et al. 2019 - 341","087e3b"
"2da0766f-748b-4ff1-8c1d-3cf94826ec09","Mendolia et al. 2019","no",NA,"Moderate","38264","(least squares with school fixed effects)",NA,NA,NA,NA,-0.03,NA,NA,0.007,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Smoking","Dichotomous","Use (Started/Used)","Ever smoked",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",342,"Mendolia et al. 2019 - 342","5b29e6"
"140e4538-309d-4905-a355-0091ee95ce52","Mendolia et al. 2019","no",NA,"Moderate","38264","(least squares with school fixed effects)",NA,NA,NA,NA,-0.072,NA,NA,0.008,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Smoking","Dichotomous","Use (Started/Used)","Ever smoked",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",343,"Mendolia et al. 2019 - 343","947972"
"b275bd82-ad28-4122-b7ee-4454357dd854","Mendolia et al. 2019","no",NA,"Moderate","38264","(least squares with school fixed effects)",NA,NA,NA,NA,-0.094,NA,NA,0.009,NA,NA,"<0.001",NA,"2","",NA,NA,"Substance Use","Smoking","Dichotomous","Use (Started/Used)","Ever smoked",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",344,"Mendolia et al. 2019 - 344","9f5595"
"dd3b3e6e-2643-4bf8-bbb8-f9ee3b455d65","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.01,NA,NA,0.008,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",345,"Mendolia et al. 2019 - 345","0c3b8c"
"4f610992-364a-407a-963b-598f1e9f13cc","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.008,NA,NA,0.01,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",346,"Mendolia et al. 2019 - 346","9f5458"
"7ded5ff2-4d57-4f25-9d56-c370a8500f1d","Mendolia et al. 2019","no",NA,"Moderate","49774","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.014,NA,NA,0.013,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Ever tried cannabis",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",347,"Mendolia et al. 2019 - 347","9fa3a3"
"d1f21ecc-2611-48ad-9033-f8be9dbab381","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.005,NA,NA,0.009,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",348,"Mendolia et al. 2019 - 348","49ddf9"
"e5445665-5648-49c1-8b8c-24c78063f1b0","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.028,NA,NA,0.012,NA,NA,"<0.01",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",349,"Mendolia et al. 2019 - 349","38b693"
"a70b5f15-39e7-46af-aa4a-dd499090c2f6","Mendolia et al. 2019","no",NA,"Moderate","49156","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.049,NA,NA,0.015,NA,NA,"<0.001",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","Ever drunk alcohol",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",350,"Mendolia et al. 2019 - 350","fcfdf0"
"73a989fc-eaf1-4391-8424-cb22452c4b07","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.014,NA,NA,0.011,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is not very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",351,"Mendolia et al. 2019 - 351","4cebb0"
"0970c2d7-0ae2-4a10-8fb6-df106918a53a","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.018,NA,NA,0.013,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is fairly important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",352,"Mendolia et al. 2019 - 352","ad0084"
"b6828baf-c891-4e19-8fb1-c6358c6e307a","Mendolia et al. 2019","no",NA,"Moderate","47725","(least squares with individual fixed effects)",NA,NA,NA,NA,-0.013,NA,NA,0.017,NA,NA,">0.05",NA,"3","",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Active)","Drinks at least once a month",NA,NA,"Religion is very important",NA,"R/S","Religiousness","Religiosity (importance scale)",NA,NA,NA,"UK Adolescents 13-18 from Next Steps","Prospective cohort study (4 years)","No clear control for baseline outcomes (utilized propensity scores); controlled for multiple potential confounders (mental health/self esteem, education, mothers information, income: all selected apriori) and cluster effects; multiple types of models with similar outcomes.","Mendolia, S.; Paloyo, A.; Walker, I. Intrinsic Religiosity, Personality Traits, and Adolescent Risky Behaviors. BE Journal of Economic Analysis & Policy Jul 2019;19(3):16.",353,"Mendolia et al. 2019 - 353","9033f8"
